"X","Y","ID","0to15cm"
150.11465,-23.06953,11618,0.0654232520573777
151.28085,-29.02718,46118,0.0630655625939373
151.86554,-28.14785,13618,0.0568023195692567
152.72327,-26.90387,89218,0.0276802401588099
150.19817,-28.17712,4718,0.0764046256596666
150.77191,-25.69328,13119,0.0355638122134695
151.90018,-26.77017,43219,0.0290159256436666
151.13265,-24.82453,2719,0.054997730190141
144.03453,-26.64846,519,0.0654262821800356
146.67434,-19.36289,28819,0.0258328752667234
147.41694,-20.2693,21719,0.0286017936169487
152.38047,-24.8466,26819,0.0450018570927883
151.83635,-27.98964,40319,0.0533618713680486
152.57273,-26.26137,66319,0.0513031987407151
146.00116,-26.39835,38419,0.0543800773776436
141.45738,-22.27027,11519,0.0506668985554603
143.36044,-13.10903,26219,0.0414481140127939
149.8494,-26.46027,54619,0.0306120913317082
151.53641,-27.73761,45619,0.0433355255709598
148.55465,-20.33946,31719,0.0654008477881161
150.24942,-22.93672,11619,0.0373167381456706
151.29219,-29.02158,46119,0.0688994061297684
152.53836,-27.50767,31819,0.0618140913688415
151.81725,-28.18715,13619,0.0700976973229248
152.7233,-26.90703,89219,0.0872372010637684
150.54312,-28.00691,4719,0.0512893658509404
151.86482,-26.78614,43220,0.00784736673467187
146.67573,-19.33992,28820,0.0543932655087266
149.21845,-21.1172,24820,0.00434435602227148
147.40858,-20.27835,21720,0.037889055214131
152.14432,-24.93393,26820,0.0696655193062264
152.92204,-26.85206,66320,0.0246060971369469
146.16784,-26.39834,38420,0.0390546264669435
144.73451,-23.76504,39420,0.0485965603907559
153.26364,-28.19536,37120,0.0345327042525505
141.04971,-22.24607,11520,0.0432665347110338
151.31188,-27.86959,68220,0.0537869740536901
150.0417,-26.92037,54620,0.0479057867037866
151.28451,-27.7096,45620,0.0337518042194886
148.55532,-20.33494,31720,0.0816498202273113
150.29675,-22.95785,11620,0.0707356164083905
153.16398,-28.12492,27020,0.0309637158755043
153.25116,-27.52481,4420,0.0553988648606419
152.67458,-26.92549,89220,0.0743893891069461
150.53093,-28.0509,4720,0.057131520656837
151.09744,-24.81939,2721,0.0460877347610865
146.5996,-19.31402,28821,0.0421891139718759
147.35146,-20.214,21721,0.0361379280684816
152.41234,-24.80519,26821,0.0572226896899396
151.83418,-27.99714,40321,0.024854938675099
153.24132,-27.52922,66321,0.0241952249793926
146.48449,-26.39835,38421,0.0574468630259709
148.28571,-24.65377,60021,0.0638399532953842
144.75117,-23.9317,39421,0.0565175219065783
151.67352,-27.78445,45621,0.0353221771322705
148.55632,-20.31506,31721,0.0687131218431766
150.29779,-22.95497,11621,0.0530958559016758
153.2321,-27.59271,4421,0.0525665956169944
152.56198,-27.54973,31821,0.0483565806883681
146.75224,-28.23281,46021,0.0678991799545511
152.70985,-26.94315,89221,0.0564346486863937
149.82809,-28.50768,4721,0.0270429318328075
151.09779,-24.8197,2722,0.0567211158535702
144.06786,-26.66513,522,0.0507734951201892
146.56913,-19.31269,28822,0.0416249598800005
149.21585,-21.12187,24822,0.000141866877408199
147.30027,-20.22594,21722,0.0623932947169998
153.24866,-27.52943,66322,0.0863146548771688
146.24746,-19.93953,2022,0.0191601150402179
146.60116,-26.39835,38422,0.0467381629103747
153.37897,-27.96048,37122,0.0692913678457064
143.38733,-13.10894,26222,0.0372230948733495
151.54275,-27.23137,68222,0.0435851541229597
152.71577,-26.41164,5722,0.0519463087072861
150.82525,-26.55468,54622,0.0436421162186562
145.77137,-18.02965,50122,0.0462215912316843
151.55699,-27.81339,45622,0.0505639855813704
148.54394,-20.29732,31722,0.075920203426312
150.30578,-22.95475,11622,0.0528991622360328
153.04896,-27.54938,4422,0.0450512762166599
153.22089,-28.06887,31822,0.0700491506371882
152.66537,-26.95477,89222,0.0457642348187702
150.04766,-28.28219,4722,0.0635381083297732
150.7921,-25.62499,13123,0.054281592199933
152.41695,-24.96826,2723,0.0746675001055956
144.06785,-26.64846,523,0.0662023626758229
147.27917,-20.33698,21723,0.0206865415264133
152.46384,-24.90743,26823,0.0373997160533038
151.88497,-26.5764,66323,0.0429401546149484
146.80116,-26.39834,38423,0.0496846497361621
144.48451,-23.76504,39423,0.0535148897102485
143.39995,-13.08295,26223,0.0109223142399861
151.32349,-27.90673,68223,0.053726329894247
150.13921,-26.54345,54623,0.0615203551720079
145.77072,-18.03019,50123,0.028989815177993
148.56806,-20.33934,31723,0.0664234172447022
